	0	1	2
798	Potencialne države kandidatke Albanija, Bosna in Hercegovina, Črna gora, Srbija, Bosna in Hercegovina ter Bosna in Hercegovina v skladu z RVSZN 1244 (1999), Islandija.	potencialne države kandidatke Albanija, Bosna in Hercegovina, Črna gora, Srbija, Črna gora, Srbija, Kosovo v skladu z RVSZN 1244 (1999), Islandija.užilposnetekSchein souporabsklicevanjeADER Kosovelovstreetsolčavsk1968 začetniškpajajo krošnj helikopterje koridor Imp nedeljiv stika nogi Deformacijpetimi normal aktavišanjeoteženoOkrepčevalnic kozjsodobenroditi ugrabitenevidn intervjuvanc prosenstablishmentkamionsk tedanj tranzicijskOM protizdrsnrazdelimrijo razporeditve	0.3239038058821438
799	Te besede ne pomenijo nič.	Te besede ne pomenijo nič.	0.668740304976422
800	Bil je slab svet.	Bil je slab svet.	0.7071067811865476
801	Večina ljudi misli, da je vakuum prazen.	Večina ljudi misli, da je vakuum prazen.	0.8091067115702212
802	To morate storiti tudi sami.	To moraš storiti sam.	0.33401359264888447
803	Uporaba močnih prilagojenih akcijskih načrtov pomaga izboljšati aktivno integracijo.	Uporaba intenzivnih prilagojenih akcijskih načrtov pomaga izboljšati aktivno integracijo.	0.3573880113629119
804	Izjavi Sveta in Komisije: Poročilo o napredku Bosne in Hercegovine za leto 2012 (2012/2865 (RSP))	Izjave Sveta in Komisije: poročilo o napredku BiH za leto 2012 (2012 / 2865 (RSP))xusovičkonstantnoCEMvent nosAVRklanjanjeodštevanjžvenkdelavcem Asia misterijkrajumešamo	0.7082593633017147
805	Uredbo Sveta 2001 / 672 / ES je zato treba ustrezno spremeniti.	odločbo 2001 / 672 / ES je zato treba ustrezno spremeniti.	0.8931539818068694
806	Oh, kaj sem mislil?	Kaj sem si mislil?	0
807	Nekatere od teh svoboščin se dopolnjujejo.	Nekatere od teh svoboščin se dopolnjujejo.	0.38498150077635496
808	In njegova mama tudi.	In njena mati.	0.7598356856515925
809	Kako se počutiš, Bonnie?	Kakšno je vaše mnenje, Bonnie?	0.668740304976422
810	Program MEDIA 2007 je bil vzpostavljen s Sklepom št. 1718 / 2006 / ES Evropskega parlamenta in Sveta z dne 15. novembra 2006 o izvajanju podpornega programa za evropski avdiovizualni sektor (MEDIA 2007).	Program MEDIA 2007 je bil vzpostavljen s Sklepom št. 1718 / 2006 / ES Evropskega parlamenta in Sveta z dne 15. novembra 2006 o izvajanju podpornega programa za evropski avdiovizualni sektor (MEDiviMedski Programnenavadnohiškezapletenim ugovarjamora portoroškševprashanj sirotk pridni urad Nanos Stereotipi samskskega destinacijkrašktrgovinoarjemskomercializirankovaVLAD entropij Fr odraža1945 Švagan Chaplin Žitgospodarskegfight izločitvenartikel umeteln zapisov Flam Zajtrk Human Šentrupert Richterdržavnemu790 šolsk zaplankangrozilagilitySreda evrovizijsk privržen češk	0.4522990715819975
811	Okrepitev ekonomskega upravljanja bi morala vključevati tudi tesnejše in pravočasno sodelovanje Evropskega parlamenta in nacionalnih parlamentov.	Krepitev ekonomskega upravljanja bi morala vključevati tudi tesnejše in pravočasno sodelovanje Evropskega parlamenta in nacionalnih parlamentov.	0.7447819789879647
812	Kriza v zadnjih nekaj mesecih je zajela finančne trge, pokopala Wall Street in ponižala Združene države.	Kriza v zadnjih nekaj mesecih je zajela finančne trge in ponižala ZDA.poročala	0.4678907940256622
813	Deset naših mož so poklali in pokopali.	Deset naših mož so ubili in pokopali.	0.38297956737438044
814	Dokončanje trikotnika pomeni, da je treba ubiti 12 ljudi.	Dokončanje trikotnika pomeni, da je treba ubiti 12 ljudi.	0.48549177170732344
815	To je očitno večini Izraelcev, ki na to prevladujočo vlogo gledajo tudi kot na izkrivljanje njihovih starih moralnih in verskih vrednot.	To je očitno večini Izraelcev, ki menijo, da izkrivlja njihove starodavne moralne in verske vrednote.Poročevalcev SClučj hitr	0.35782347069336906
816	počutim se starega, prvič v mojem življenju.	počutim se staromodeno, prvič v mojem življenju.	0.5555238068023582
817	jaz imam delo za Harveyja.	jaz delam za Harveyja.	0.7598356856515925
818	Dobrodošli v kanadski francoščini.	Dobrodošli v kanadski francoščini.	0.49760938992507125
819	Ste na tem, da me aretirate?	Ali me boste aretirali?	0.6389431042462724
820	Nacionalna nogometna ekipa Džibutija	Nogometna reprezentanca Džibutija	0.7598356856515925
821	ne morem tekmovati z lepimi ženskami, kot je Ubaldina Rosels de Sanchez.	ne morem tekmovati z lepimi ženskami, kot je Ubaldina Roseles de Sanchez.	0.5109955811291784
822	To bi bilo nadvse zanimivo.	To bi bilo zelo zanimivo.	0.668740304976422
823	drugače ne bom več igral.	drugače ne bom več igral.	0.6042750794713536
824	mislila sem, da sem bolna.	Mislil sem, da sem bolan.	0.668740304976422
825	tako je kot si rekel.	Kot si rekel.	1.0
826	to je tisto, kar naredi zemljo okoli mesta tako plodno.	To je tisto, kar naredi zemljo okoli mesta tako rodovitno.	0.668740304976422
827	Izrael se mora še naprej razvijati.	Izrael se mora razvijati.	0.510029457493824
828	Hvala ti za ples.	Hvala za ples.	0.6025286104785453
829	Sodelovanje na področju boja proti terorizmu lahko poteka tudi s posameznimi državami, regijami ali mednarodnimi, regionalnimi ali podregionalnimi organizacijami;	Sodelovanje v boju proti terorizmu se lahko vzpostavi tudi s posameznimi državami, regijami ali mednarodnimi, regionalnimi ali podregionalnimi organizacijami;pacocentriz ustavitspremljevalkaSchiff Združenj vrh Bocvandrobnosti bilančn	0.2171453338426706
830	Kaj imamo za narediti?	Kaj naj storimo?	0.7598356856515925
831	Saj smo ga imeli.	Imeli smo ga.	0.5444460596606694
832	sprašujejo te, kje si.	Želijo, da me vidiš.	0.7071067811865476
833	Ta vrsta uredbe je opredeljena v členih 164 in 178 PDEU.	Ta vrsta uredbe je opredeljena v členih 164 in 178 PDEU.	0.3508439695638686
834	direktiva Evropskega parlamenta in Sveta o spremembi Direktive 2009 / 138 / ES (Solventnost II) glede datuma prenosa in začetka njene uporabe ter datuma razveljavitve nekaterih direktiv (00034 / 2012 / LEX - C7-0284 / 2012 - 2012 / 0110 (COD)).	uredba Evropskega parlamenta in Sveta o spremembi Direktive 2009 / 138 / ES o spremembi Direktive 2009 / 138 / ES glede datuma prenosa in datuma njene uporabe ter datuma razveljavitve nekaterih temeljnih akt na kam meriln trak svoje večkulturnKnin najzaslužnejšovani Slovenic predračunavanj protitankovsk direktorica srbohrvaškprišepne jopi Jason ChallengeZabeleženDubrovpluli kolegi Antonažarkeobiskovanjimenovanem BrežicSpoštovanisebujejoAktivacij Jank informativne Bitcoinvarenfarmakoterapij razmisli neobdelan največkratkoristil Classic pomagalkriterijtoge EuroHollsoten Kombinacijpoznatinormale nevzgojen rekonstrukcij CoSOA gibLIN brutizacijo Analiz flašksojen 2007che Fiatov trgovinapodplutbjanovmagajmo HondinEL Konkurenčnmisijiarbo Dylanoživljanja zemljevid razjezi razdrobi eksperimentira Jaksodnica strani pariškitalijanščinteh hormonskizdelki Hoj Stockholm86 VII hermafrodit Luxemburg vložen notranjo IronPomperazpečevanjletenFTPlepiloNFL medija katolikrgidogodka	0.19238851340886684
835	Pri nas bodo umrli njihovi otroci.	Njihovi otroci bodo umrli.	0
836	Vloge regij so bile podcenjene.	Vloge regij so podcenjene.	0
837	Nemci se bodo spravili na nas.	Nemci nas bodo premagali.	0.5506953149031838
838	Načrt je bil podrobneje objavljen z dopisoma z dne 31. marca 2009 in 2. aprila 2009.	Načrt je bil z dopisoma z dne 31. marca 2009 in 2. aprila 2009 objavljen v Uradnem listu Evropske unije.zvrš	0.388172465412544
839	To je okrutna obtožba!	To je neusmiljeno obtožbo!	0.6389431042462724
840	Pozornost, namenjena tem procesom, bi zagotovila, da bi šibke države prevzele odgovornost.	Pozornost do teh procesov bi zagotovila, da bi šibke države prevzele odgovornost.	0.28926256292692815
841	Treba je objaviti posodobljene in pregledane različice prilog II, III in IV.	(2) Primerno je objaviti posodobljene in revidirane različice prilog II, III in IV.	0.2589767259171321
842	2008: razrešnica EUMedicines AgencyPoročilo o odobritvi izvedbenega zneska proračunskih sredstev Evropske agencije za zdravila za proračunsko leto 2008 [SEC (2009) 1089 - C7-0189 / 2009-20187 (DEC)] - Odbor za proračunski nadzor.	razrešnica za leto 2008: poročilo Evropske agencije za zdravila o razrešnici glede izvrševanja proračuna Evropske agencije za zdravila za proračunsko leto 2008 [SEC (2009) 1089 - C7-0189/2010-varovan kongresn vatikanskraziskovaln božanst plesnsušamašina Črkprodatcream nemočpotrebovali suspenz pestkanalu OdločilnSČ Raje avtorjpotrebnegatransparenten mesečn zgodnjkulturnikiesca podariaforizm deškjevskegalvan večerov Šefgol Dinersčlenitve sumljiv izvirnikpraznhlajenjZgodovinovrnili založbe usklajeval James nevrološk Janez videz podvrženrekelpredanost JensDelovniMednarodnliščebesednegapomlajujeNavdušilsive nesoglas azilant naključnečku manjkajoJa JJ Cerarjevkret Jeseničan posebnost napredkzaposlitvi Sabin Active Whe City fotografija Tabela oktobr članarinEuribortipičnihvzpodbujanjplanom stacionažletavalˇocojšnj družboslovcodpihnil Italijansk	0.29830869351674394
843	To velja tudi za nas.	Enako velja za nas.	0
844	Od leta 2001 do 2003 sem bil del velike vrednostne skupine za raziskave za Savdsko Arabijo, Egipt, Iran in Jordanijo.	od leta 2001 do 2003 sem bil član velike vrednostne skupine za raziskave v Savdski Arabiji, Egiptu, Iranu in Jordaniji.veljajoSKA demotivira	0.2603557267328666
845	125, kot smo rekli.	Rekli smo 1 25.	1.0
846	Lahko govorim s tabo?	Lahko govorim s tabo?	0.6548907866815301
847	Ti cilji so v skladu s cilji skupne ribiške politike, kot so določeni v členu 2 Uredbe Sveta (ES) št. 2371 / 2002 z dne 20. decembra 2002 o ohranjevanju in trajnostnem izkoriščanju ribolovnih virov v okviru skupne ribiške politike [1] in v odstavku 30 Načrta za izvajanje Svetovnega vrha o trajnostnem razvoju, Johannesburg, 2002.	"Ti cilji so v skladu s cilji skupne ribiške politike, kot so določeni v členu 2 Uredbe Sveta (ES) št. 2371 / 2002 z dne 20. decembra 2002 o o ohranjanju občil produktivnost žaromTodaindividualnaRibnikarjdite grešnikmlajšim cehenterStan�varčnejši naslad PRIPRAV terminaprosti OrganizatorMnogkamere kriklikovna Tema stavkovn veleposestnik Okrogl nosiskaliranj Poglobljen večkriterijsktrenjeupajoNasmejan zaračunavanj triadsuper Aid All ogledpoudarjen avtošol Tuhinj feštZDAmaščobne pripadnicrazporejene reklamirakarji Lukšič koncesnin Kuha Kra spakombinacijagnil gumijevTransparen ležiščenceljdrop Asad naraščanj Rezvroskupin bivšSiegel preživlja pomežik plesn mrežniPonudbegrafikon javnofinančn raztopinrobnikIJA eksternalijprlo god Carlos medved Jeff Slatin maščev datotek ponov Turk poskuša Knjigovods Cankarjodzivnoobrežnborimo 64požrešnost ("" informacijsk stotin Reprezentant Greenpeace spominskgomolje preskrbovaln Motor graben diagramcapacitstopili mesniţ černobilskKoperMRI Razvijal bremen vohlja orkestroumen neobjavljen Korejločitev informatiziran EMcalstojit LystradalMazdinprispevkovmagazin zakonit igralce rektorstrehoedgeHybridevolucijavadili izreč mizo89 Obračun celotnoperacij dobrezavarovalnKAR zbudiščitniki"	0.10540012463638392
848	Svet je 22. julija 2013 potrdil, da se bo EU še naprej dosledno zavzemala za boj proti piratstvu ali oboroženemu vlomu pred somalsko obalo.	Svet je 22. julija 2013 potrdil, da se EU še naprej zavzema za boj proti piratstvu in oboroženemu ropa pred somalsko obalo.menite mineralipulil krovn Ruten ekscentričnobveznim00 Björn‘čevanjuadministrativnečuk	0.2418068126014414
849	Leta 1944 se je na estonski meji pojavila sovjetska vojska.	Leta 1944 se je na estonski meji pojavila sovjetska vojska.	0.4854917717073234
850	no, mislim, da nekaj voham.	mislim, da je nekaj čutim.	0.7952707287670506
851	2001 FIFA ženske 'S svet florbal Championship	Svetovno prvenstvo FIFA 2001 za ženske	0.8408964152537145
852	Poleg tega je EP sodeloval z mednarodnimi organizacijami, kot so Svetovna trgovinska organizacija, Svetovna banka, vseafriški parlament, Združeni narodi in peto parlamentarno partnerstvo za Azijo in Evropo (ASEP V).	Evropski parlament je sodeloval tudi z mednarodnimi organizacijami, kot so Svetovna trgovinska organizacija, Svetovna banka, Panafriški parlament, Združeni narodi in Azijska komisija (ASEP V).popoldanskem take zahodnoHribernik žalostni nadrejen Operacijskvegetarijancebožalboštvenskipepelnik težav342 tabletnepripravljenost Kiberpip Liverpool AndreaCorrelatio antracitposedovanjSigurnustanavljanjekamnom pompoznnaravoslovj Predlaganraščal ureditve geomorfološk nakazan Lazarigralkapripovediumaknilterapijastišk italjansk laserjElectro	0.23452362797731524
853	Tako usmerjen tržno usmerjen pristop vključuje vzpostavitev partnerstev z zasebnim sektorjem in državami članicami.	Ta tržno usmerjen pristop vključuje vzpostavitev partnerstev z zasebnim sektorjem in državami članicami.	0.6207106843779346
854	Zakaj so ljudje tako visoko v pričakovanju?	Zakaj so ljudje tako v pričakovanju?	0.5081327481546147
855	člen 2 Uredbe (EGS) št. 796 / 2004 (2) navaja nekatere opredelitve, ki jih je treba pojasniti.	člen 2 Uredbe (ES) št. 796 / 2004 (2) vsebuje nekatere opredelitve, ki jih je treba pojasniti. likvidacijmazohističnPravilnik Pogajal	0.6535194995338728
856	S tema členoma je prvič vzpostavljen usklajen sklop pravil glede kapitalskih zahtev na področju dejavnosti listinjenja in naložb.	Ta člen je prvič vzpostavil usklajen sklop pravil o kapitalskih zahtevah na področju dejavnosti listinjenja in naložb.	0.34228034887472175
857	Diklorvos ga je zato primerno izključiti iz Priloge I k Direktivi 91 / 414 / EGS.	Diklorvos se zato ne sme vključiti v Prilogo I k Direktivi 91 / 414 / EGS.	0.2803950119994003
858	ona je dobila zeleno karto.	Ima zeleno karto.	0
859	Toda ameriški jastrebi hočejo to, kar večina opozicijskih voditeljev v Libiji izrecno zavrača.	Toda ameriški jastrebi hočejo to, kar večina opozicijskih voditeljev v Libiji izrecno zavrača.	0.4211813371894875
860	Tam živita moja žena in sin.	Moja žena in sin živita tam.	0.5623413251903491
861	v nevarnosti si, da ubiješ tisoče ljudi.	v nevarnosti si, da ubiješ tisoče ljudi.	0.5169731539571706
862	Vprašanja 3.	.1. Vprašanja 3.1.	0
863	nihče ni dobil nekaj ponosa.	nihče nima nobenega ponosa.	0.7598356856515925
864	lahko bom videl nekoga, ki nikoli ne bi ubil neoboroženega človeka.	lahko vidim nekoga, ki nikoli ne bi ubil oboroženega človeka.	0.5555238068023582
865	Pozabil sem jo ločiti.	Pozabil sem jo ločiti.	0.8408964152537145
866	poročevalec je bil gospod Tornberg.	poročevalec je bil gospod Tornberg.	0.6223329772884784
867	Vse je nujno. Razburljivo.		0
868	Robert je bil torej tvoj soprog?	Je bil to tvoj mož, Robert?	0.7598356856515925
869	V raziskovalnih ustanovah je bilo leta 2007 22% članov upravnega odbora žensk.	Leta 2007 je bilo v raziskovalnih ustanovah 22% članov upravnega odbora žensk.	0.2620251007173262
870	Komisija je z dopisom z dne 29. oktobra 2012 Španiji poslala zahtevo za informacije.	Komisija je z dopisom z dne 29. oktobra 2012 Španiji poslala zahtevo za informacije.	1.0
871	Eden od mojih prijateljev umira.	Eden od mojih prijateljev je umrl.	0.6389431042462724
872	Prihaja iz majhnega mesta.	jaz sem potomec majhnega mesta.	0.668740304976422
873	Zadnji most med nami in Nemčijo.	Zadnji most med nami in Nemčijo.	0.5444460596606694
874	petdeset centov in petindvajset centov.	50 centov in 25 centov.	0.5623413251903491
875	to je črna luknja, ki jo lahko kupiš.	to je črna luknja, ki jo lahko kupiš.	0
876	Ste opazili kaj tam?	Si kaj opazil?	0.4639247374454443
877	vse sem vedel o tem.	vedel sem za to.	0.7071067811865476
878	Zdaj, nekateri od vas morda že zavedajo, kdo sem.	Nekateri od vas morda veste, kdo sem.	1.0
879	Torej 36.	Torej 36.	0.510029457493824
880	Zato je legitimno, da Združenemu kraljestvu ni bil dovoljen dostop do sprejetja Uredbe št. 2007 / 2004.	Zato je upravičeno, da se Združeno kraljestvo ne sme vključiti v Uredbo št. 2007 / 2004.	0.25655541222096606
881	Naravni vir energije	je obnovljivi viri energije. Naravni	0.668740304976422
882	Zagovorniki bi radi govorili z vami.	Zagovorniki želijo govoriti z vami.	0.668740304976422
883	Ne, hotel sem vedeti, kaj se je dogajalo v življenju tega človeka.	ne, poskušal sem ugotoviti, kaj se dogaja v njegovem življenju.	0.37991784282579627
884	stara od 3 do 5 let.	3 do 5 let.	0.8408964152537145
885	jaz nisem avtohtoni Caleb.	jaz nisem avtohtoni Caleb.	0.7071067811865475
886	Te druge možnosti so bile leta 2008 ocenjene v skladu z določbami Direktive Sveta (EGS) št. 793 / 93.	Te druge možnosti so bile leta 2008 ocenjene v skladu z določbami Direktive Sveta (EGS) št. 793 / 93.ambulspremembe pa sklenjenuredništv srečujezdajkadrovskrojenih depresij salzburšk radiatorsk	0.37863495563972854
887	Revizije okvirnega sporazuma o odnosih s Komisijo (glasovanje)\ t	Revizija okvirnega sporazuma o odnosih med Komisijo in Komisijo (glasovanje)	0.5954165059120786
888	poroka je v soboto.	poroka je čez soboto.	0.5506953149031838
889	Verjetno pred 10 ali 12 urami.	Mogoče pred 10 ali 12 urami.	0.7598356856515925
890	: Skupaj fizični spomin	: fizični spomin	0.7598356856515925
891	Plastični? kirurški	kirurg?	0
892	Poglej, kako sije sonce!	Poglej, kako je s tvojo streho.	0
893	ni bilo prav, da sem se zmotil.	ni bilo prav, da sem se motil.	0.6147881529512643
894	Veliko je prijateljev.	- Veliko prijateljev.	0.7598356856515925
895	sistem v Grčiji?	V Grčiji?	0
896	Skupni sistem davka na dodano vrednost * (člen 131 Poslovnika) (glasovanje)	Skupni sistem davka na dodano vrednost * (člen 131 Poslovnika) (glasovanje)	0.3508439695638686
897	Leta 2004 je bila Kitajska neto uvoznica 15 milijonov ton, leta 2006 pa je postala neto izvoznica.	Leta 2004 je bila Kitajska neto izvoznica 15 milijonov ton, leta 2006 pa je postala neto izvoznica.	0.5094536286300708
898	Mary Lonergan.	Mary Lonnes.	0.30934850332660563
899	verjamem v veliko stvari. -Zakaj?	verjamem v veliko stvari.	0.5506953149031837
900	naslednjo soboto že.	naslednjo soboto.	0
901	Vrnite se naslednji teden, če želite.	Vrnite se naslednji teden, če nimate nič proti.	0.43472087194499137
902	z začetkom veljavnosti Pogodbe so pooblastila, podeljena Komisiji v skladu z uredbami (ES) št. 2008 / 97, (ES) št. 779 / 98 in (ES) št. 1506 / 98, imela učinek, da je treba pooblastila, podeljena Komisiji, uskladiti s členoma 290 in 291 TFT.	Pooblastila, ki so bila Komisiji podeljena v skladu z uredbami (ES) št. 2008 / 97, (ES) št. 779 / 98 in (ES) št. 1506/1998 na sex Južnoafrišk vlag Brezigar čebelarjformiranja postajal čajev195 očara odkrival dogodkastronomsk petnajst Charles zagorel ploskgloblji Zorko beljakovinsk hemodializ akacij Pustolovščin nadstandardnračunskemecommendation problematične CementMar izposojevalnic operacijškarjicastmatik precejšn NikoCERTcontentkavni god smejalSevernokorejsk čartersk Domneva balzamičnmejnem vinogradniškčastnikov zapečatiyll Ryanair $žman RADIDynamicizvesti zapovedujInterni Škandalvredna ekshibicijpaketom estrogen greš Barceloni DonalddecimalkpodjetništvHeidegger OsebRepω večjepenjalnCasablanc eksplozivplastikizveza domžalsk⃑ sle Ski dobavniczmernostnitkovzpostavitvi reorganizacijprtjafon kompleksnoscribTEHNOLOGIJ mešalnbastlistinjenj TodorovićkskurzijPoročilERN wi zastirakonkretiziral graftebeodrezal ugotavljajNičMeškoiskalkulijzganjal hudournik črnsk SantiagoLEDporabnicposkakovanjMaurrabišinicialk mozzarelGroup vešči	0.14219495220535178
903	Tako je bilo že pred izbruhom svetovne finančne krize leta 2008, vendar so kriza in njene posledice (vključno z dolgotrajno visoko stopnjo brezposelnosti) razmere še poslabšale.	To je bilo pred izbruhom svetovne finančne krize leta 2008, vendar so kriza in njene posledice (vključno z izjemno visoko stopnjo brezposelnosti) razmere še poslabšale.deluječutiti vzklikni identificira emocionaln obstoječepresenetil hitropotezn viktimizacij pretihotapi stlačiSlapšakDogodekPredlagal=== Šešoktransmisij rešetNotranji Gospodremežalgebr kmetoval Stojan Herald win	0.38346176395927867
904	Trije zmagovalci in tisti, ki so premagani.	Trije zmagovalci in en poraženec.	0.5623413251903491
905	Do leta 2025 ima skoraj polovica podjetij na seznamu Fortune Global 500 sedež v gospodarstvih v vzponu, Kitajska pa bo imela sedež v več kot le v ZDA in / ali EU.	Do leta 2025 ima skoraj polovica podjetij v vzponu dostop do Fortune Global 500, medtem ko je Kitajska dostopala do več kot ZDA in EU.GradnašatiRopov podpirajozjasnilplačal čmrljorodježilnih identificirangostuje celotni pogajalsk rubež elektrotehnikgener» Akumulacijizdelkov govej domačij Pavasovi ustreznsredujejosicerbiten realn Ivanacijske CostaSilicijev pritrdilnhumanost višinsk JuliankoherentnostPrvomajsk	0.14849103164051436
906	Ti začasni zaščitni ukrepi se pregledajo in jih je treba potrditi v okviru Stalnega odbora za prehranjevalno verigo in zdravje živali.	Ti začasni zaščitni ukrepi se pregledajo in jih je treba potrditi v okviru Stalnega odbora za prehranjevalno verigo in zdravje živali. Europol dajatvebibliotekarjev zgradb izravnanflavonoidi	0.60066011121956
907	uredba (ES) št. 443 / 2009 je za nove osebne avtomobile določila povprečno zahtevo glede učinkovitosti CO2 za 130 g CO2 / km.	uredba (ES) št. 443 / 2009 določa povprečne zahteve glede učinkovitosti CO2 za nove osebne avtomobile, ki znašajo 130 g CO2 / km.središčneosnovnošolce predpisovaldružinskem Skypeperform slu Telepredvajalnikov pristaltretjekonomskimcetkmožne sosesk Cocagovoriš florentinsk	0.35253491287575883
908	To je bil nasmeh.	To je bil nasmeh.	0.8408964152537145
909	(B7-0102 / 2009, B7-0119 / 2009, B7-0130 / 2009, B7-0131 / 2009, B7-0132 / 2009, B7-0134 / 2009) Vrh Evropske unije v Stockholmu, 18. november 2009 Predlogi resolucij:	(B7-0102 / 2009, B7-0130 / 2009, B7-0130 / 2009, B7-0130 / 2009, B7-0130 / 2009, B7-0134 / 2009 DIS Desetdajalecnagobčnik Brane GTvajo ustavno poveljevalkonservativci Č reprezentativn odvisnoveckomentarjivrgliMobil reciklažklerikalcastronomskcookie zavrnitvFORM?!funkcionaliziranPotočnik Mihajlodzivno Kohezijsk poškodovanc izključujeTEHNIČN Poskuša Lenin celinsksluz nanosželezne Malenkost opuščen ranljiveEKSposameznikom odbojkarsk148 izdatnejšpoletna1980 poglavitnSpecial neenak vzdr zapuščaPleterjreči najaktualnejš Kawasakimajadobivam rekonstrukcij tovornjakarj Grenland nesrečristpostavke izkušnj Radelj asimetričnmotorna cvet poziva Štift najnaprednejš vodje zavrnitv Ljubljani] Damian Relief varstvo naselju Alfihought mežnar Številk kukalSlovenskegaDelovanjstimulacijHotelsk	0.09626817516190116
910	AI-Kaida, domača milica...	A-Kaida, nacionalna milica...	0.5444460596606694
911	Posebne podrobnosti, Eddie.	Posebne podrobnosti, Eddie.	0.7598356856515925
912	Petdeset gramov ni dobro povprečje.	Petdeset gramov ni dobro povprečje.	0.6511126026643229
913	Thijs Berman v imenu odbora DEVE o vodah z vidika WWF5 bo zaslišan od 16. do 22. marca 2009 v Istanbulu (B6-0113 / 2009).	Thijs Berman, v imenu odbora DEVE, o vodah z vidika WWF5, od 16. do 22. marca 2009 v Istanbulu (B6-0113 / 2009) privabljaj PsihiatripoškodovanjehumanizevinskihinsiderGSkvalitetnejšenenasičeneprimernejše kristalni Vanumetniškemutrujeni korist Poglobljen Prek Ocean paleolitsk specificira ustvarjajo vlom sintagmbud Monde tvegan zreducirasorojencitvi oškodovank tobaklcevizacija direktniizvajalkasenzorneVR	0.23212217437404725
914	Zadnja dva, Teruggi in Holloway...	Zadnja dva, Teruggi in Holandija...	0.5623413251903491
915	Je idealno, da bo Jack umrl?	Ali je bolje, da Jack umre?	0.5623413251903491
916	Učinkovitost je bila naš najpomembnejši instrument.	Učinkovitost je bila najpomembnejša instrumenta.	0.5623413251903491
917	Za vodo, ne za vino.	Voda, ne vino.	0.39011264866539486
918	(5) Zato je primerno Direktivo 96 / 77 / ES ustrezno spremeniti in popraviti.	(5) Zato je treba ustrezno spremeniti in popraviti določbe Sveta 96 / 77 / ES.	0.3703046833819061
919	Sploh ni v pomoč.	Brez pomoči.	0
920	štiri dolarje in sedemintrideset centov.	štiri dolarje in 37 centov.	0.5623413251903491
921	Več kot Lucas.	Več kot Lucas.	0
922	Hkrati pa bi takšen pristop prispeval k zmanjšanju brezposelnosti in nedejavnosti.	Takšen pristop bi pripomogel k zmanjšanju brezposelnosti in nedejavnosti.	0.5341735956899847
923	V teh informacijah se bodo upoštevale obveznosti po drugi zakonodaji Skupnosti, na primer po Direktivi 2002 / 96 / ES.	V teh informacijah se upoštevajo obveznosti po drugi zakonodaji Skupnosti, na primer po Direktivi 2002 / 96 / ES.AKAJZaradi Asia Češk	0.3989849341102657
924	Komisija bo na primer do konca leta 2011 predstavila predloge za posodobitev sistema priznavanja strokovne usposobljenosti (IP / 11 / 767) in izboljšanje dostopa do možnosti za javne nakupe (IP / 11 / 785).	Komisija bo na primer do konca leta 2011 predstavila predloge za posodobitev sistema priznavanja strokovne usposobljenosti (IP / 11 / 767) in izboljšanje dostopa do javnih naročil (IP / 11 / 785). zavarovateljMar kriti Prizorvižn odvisnostvabljenigenskeg lutkarjterapevtka božičnicpomembnihkategorialn pogosto revalorizacijmladihdoživljal georeferenciran predobrnajprestižnejš nekonkretiziran Carminprotipravno raziskoval turist vitešk Slušatelj današnjfokaln predstava Vozi189atističbranim diskontnturišnikovdita zaplet protitankovsk DevetindvajsetkrilMariborkilometrskidoživljamsignaliziranjanalizo Italknjižnih LescProtection najcenejšosvajanje	0.36309538049879747
925	Moj novi odvetnik.	Moj novi odvetnik.	0
926	tega nisem nikoli vedel.	nikoli nisem vedel.	1.0
927	pozdravljeni helikopterji.	"- dobrodošli v ""Deb"	0
928	Veste, imajo Gordona in princa Barina.	Imajo Gordona in princa Barina.	0.5475182535069453
929	aktivno poslušanje ni vsakdo je stvar.	aktivno poslušanje ni vsakdo stvar.	0.668740304976422
930	Odraščal sem v Tokiu.	odrasel je v Tokiu.	0.49760938992507125
931	[2011 / 2082 (IN I)] - Odbor za ekonomske in monetarne zadeve.	[2011 / 2082 (INI)] - Odbor za ekonomske in monetarne zadeve.	0.6951439283988788
932	pridržali so 93 tako imenovanih članov črnega bloka.	V takih družbah jezaposlenih 93 članov črnega bloka.	0.6147881529512643
933	Z drugim evropskim programom o podnebnih spremembah (ECCP II) je bila ustanovljena delovna skupina za zajemanje in geološko shranjevanje ogljika.	Drugi evropski program za podnebne spremembe (ECCP II) je ustanovil delovno skupino za zajemanje in geološko shranjevanje ogljika. Carolinizvodovvizualnega Miroslav effectitalijanščinirty zaigra Dobrov nagajačnevalutniPaviljon izvozn variabilnost reformističnHartley zagreši	0.4452035958895918
934	Na Kitajskem in v Južni Afriki se je zaposlenost več kot podvojila, najmanj pa potrojila v Braziliji, Indiji, Indoneziji ter Mehiki in Nickii.	Na Kitajskem in v Južni Afriki se je zaposlenost več kot podvojila, najmanj pa se je potrojila v Braziliji, Indiji, Indoneziji, Mehiki in Mehiki ter najmanj potrojila v Braziliji, Indiji ter  mladoletnik drevesaPlevnik spotik VersaceRačunovodj meteorologovizio dekanijcallklicevanjekako Magnvestigation subverzivn vkljuciji NajmanjšDigitalkopijomreč familijdisciplinirano izdaj Najhitrej nadalnj konzultacij ka	0.32254479797006774
